prog,retr,tp
,-0.8613973647824797,False
1.0,-0.8249579113843054,False
1.0,-0.7937253933193772,False
0.5477225575051662,-0.85106449634699,False
0.6708203932499368,-0.7877263614433762,False
0.7877263614433762,-0.6708203932499368,False
0.85106449634699,-0.5477225575051662,False
0.7937253933193772,-1.0,False
0.8249579113843054,-1.0,False
0.8613973647824797,,True
